vehicle_id,initial_location_x,initial_location_y,path,speed,computing_power,current_location_x,current_location_y
0,200.0,800.0,"[(200.0, 800.0), (200.0, 600.0), (0.0, 600.0), (0.0, 800.0), (200.0, 800.0), (200.0, 600.0)]",18.995082667395312,2.5806009440072577,200.0,800.0
1,0.0,600.0,"[(0.0, 600.0), (0.0, 800.0), (200.0, 800.0), (400.0, 800.0), (400.0, 600.0), (600.0, 600.0), (600.0, 800.0), (400.0, 800.0)]",29.22344048698698,4.378135394712606,0.0,600.0
2,400.0,400.0,"[(400.0, 400.0), (600.0, 400.0), (400.0, 400.0), (400.0, 600.0)]",17.135066533871786,2.123738038749523,400.0,400.0
3,400.0,400.0,"[(400.0, 400.0), (200.0, 400.0), (400.0, 400.0)]",13.30533878126005,1.0625456269647757,400.0,400.0
4,200.0,600.0,"[(200.0, 600.0), (0.0, 600.0), (0.0, 800.0), (0.0, 600.0), (0.0, 800.0), (0.0, 600.0), (0.0, 800.0), (0.0, 600.0), (0.0, 400.0), (0.0, 600.0)]",11.480893034681808,2.4338629141770904,200.0,600.0
5,200.0,600.0,"[(200.0, 600.0), (400.0, 600.0), (200.0, 600.0), (200.0, 800.0), (200.0, 600.0), (0.0, 600.0)]",11.271167005720473,2.243929286862649,200.0,600.0
6,800.0,600.0,"[(800.0, 600.0), (800.0, 800.0), (800.0, 600.0), (800.0, 400.0), (800.0, 600.0), (800.0, 800.0), (600.0, 800.0)]",17.658537495075798,4.886848381556415,800.0,600.0
7,0.0,400.0,"[(0.0, 400.0), (0.0, 200.0), (200.0, 200.0)]",14.719698394979115,2.024273291045296,0.0,400.0
8,200.0,600.0,"[(200.0, 600.0), (400.0, 600.0), (400.0, 400.0), (400.0, 200.0), (400.0, 400.0), (200.0, 400.0), (400.0, 400.0), (600.0, 400.0), (600.0, 600.0)]",22.72820822527561,2.2574239243053067,200.0,600.0
9,0.0,600.0,"[(0.0, 600.0), (0.0, 400.0), (0.0, 600.0), (0.0, 800.0), (0.0, 600.0), (0.0, 800.0), (0.0, 600.0), (0.0, 400.0)]",14.57596330983245,1.307919639315172,0.0,600.0
10,600.0,600.0,"[(600.0, 600.0), (600.0, 800.0), (600.0, 600.0), (600.0, 400.0), (400.0, 400.0), (400.0, 200.0), (200.0, 200.0), (0.0, 200.0)]",27.429211803754356,4.214688307596457,600.0,600.0
11,400.0,200.0,"[(400.0, 200.0), (400.0, 0.0), (600.0, 0.0), (600.0, 200.0), (600.0, 400.0), (600.0, 200.0)]",12.441759094013467,2.4251913523078996,400.0,200.0
12,0.0,0.0,"[(0.0, 0.0), (200.0, 0.0), (200.0, 200.0)]",18.542155772525128,4.272059063689973,0.0,0.0
13,200.0,600.0,"[(200.0, 600.0), (400.0, 600.0), (400.0, 400.0), (400.0, 600.0), (600.0, 600.0)]",18.348220062975578,1.888431241882921,200.0,600.0
14,600.0,600.0,"[(600.0, 600.0), (600.0, 800.0), (800.0, 800.0), (600.0, 800.0)]",16.464058640415104,3.0751624869734644,600.0,600.0
