task_id,size_mb,cpu_cycles,deadline_ms,data_in_size,data_out_size,divisible,priority,dependencies
3965,0.4370861069626263,85263012,392,0.4370861069626263,0.06110410128680577,True,3,[]
5064,0.18997742423620262,27722434,233,0.18997742423620262,0.013570091723455063,False,1,[]
3840,0.9729188669457949,178281801,184,0.9729188669457949,0.07518108450892805,True,4,[]
9888,0.6504878444394528,65508439,109,0.6504878444394528,0.08372832285716152,False,4,[]
8930,0.3629301836816964,49589395,282,0.3629301836816964,0.060891117567707674,True,3,[]
5634,0.9849077972261093,144462621,443,0.9849077972261093,0.14975141975132647,False,2,[]
2596,0.9539969835279999,187520703,423,0.9539969835279999,0.09128994171627351,True,4,[]
8555,0.31692291942341055,53346478,343,0.31692291942341055,0.05545493055259395,True,1,[]
7269,0.3329019834400152,55345696,224,0.3329019834400152,0.042614850538073325,False,2,[]
1481,0.12818196321000272,23614767,279,0.12818196321000272,0.014006768112541408,False,3,[]
5653,0.9296868115208051,101195712,178,0.9296868115208051,0.052791422679185525,False,4,[]
3411,0.7725880991236428,118954781,334,0.7725880991236428,0.1504911194074134,False,1,[]
2452,0.2268318024772864,40879558,129,0.2268318024772864,0.044920191524421754,False,4,[]
7630,0.36413935724623436,36926637,179,0.36413935724623436,0.057061108080737916,False,3,[]
1832,0.16664018656068133,22637498,146,0.16664018656068133,0.02990616671439488,False,2,[]
3239,0.1858691048413702,25479276,367,0.1858691048413702,0.027859614089820985,False,2,[]
257,0.8984914683186939,132277254,147,0.8984914683186939,0.14105122683733118,False,2,[]
7739,0.31238642777406017,39237869,116,0.31238642777406017,0.048919537607783135,True,4,[]
7242,0.19710228429397403,20329704,354,0.19710228429397403,0.01914915650744129,False,2,[]
8248,0.22539830896528812,36163296,315,0.22539830896528812,0.01813536394901001,False,3,[]
4453,2.159005811655072,358658641,950,2.159005811655072,0.564847900364803,False,6,[]
1980,4.214688307596457,710836710,924,4.214688307596457,0.8761007189185963,False,6,[]
1254,2.4251913523078996,583701952,490,2.4251913523078996,0.5566736310932245,True,7,[]
7628,4.442922333025374,669527127,657,4.442922333025374,0.8151971668905843,True,5,[]
1060,2.077649335194086,362368123,417,2.077649335194086,0.29866800059145704,True,6,[]
4348,2.454518409517176,606703462,973,2.454518409517176,0.3690526970104888,True,3,[]
6568,1.5923477198135996,397727136,486,1.5923477198135996,0.4702568915925568,True,7,[]
8856,2.380284992106732,508036447,776,2.380284992106732,0.49078362330271735,True,6,[]
1660,1.323413305330861,247432558,469,1.323413305330861,0.34491849845975414,True,4,[]
8722,3.534118843043579,719466967,363,3.534118843043579,0.9438235421650082,True,7,[]
9878,17.875382072205795,4157740411,1064,17.875382072205795,4.329952127780595,False,9,[]
4174,14.677591856141747,3191446299,1629,14.677591856141747,2.6030278994827603,False,6,[]
8577,15.13535175558921,4139845809,1050,15.13535175558921,3.152536283805175,True,8,[]
3208,14.899760690512686,4197593659,1466,14.899760690512686,3.0683094424704955,True,9,[]
3561,19.481290269331904,4983885736,1859,19.481290269331904,2.683380617630126,True,8,[]
