vehicle_id,initial_location_x,initial_location_y,path,speed,computing_power,current_location_x,current_location_y
0,431.94501864211577,291.22914019804193,"[(431.94501864211577, 291.22914019804193), (684.2330265121569, 440.1524937396013), (374.54011884736246, 950.7143064099162), (731.9939418114051, 598.6584841970366)]",12.732426628840576,3.8356439876404744,442.90966934235934,297.7014753933526
1,832.4426408004217,212.33911067827617,"[(832.4426408004217, 212.33911067827614), (431.94501864211577, 291.22914019804193), (611.8528947223795, 139.49386065204183), (58.08361216819946, 866.1761457749352), (304.24224295953775, 524.7564316322379), (181.82496720710063, 183.4045098534338), (731.9939418114051, 598.6584841970366)]",22.23027421731361,1.3263767216009614,810.631488335562,216.6354719214217
2,832.4426408004217,212.33911067827617,"[(832.4426408004217, 212.33911067827614), (199.67378215835973, 514.2344384136117), (592.4145688620424, 46.45041271999772)]",13.885479070240844,1.2837636679997106,819.9104279530806,218.31825527922308
3,199.67378215835973,514.2344384136117,"[(199.67378215835973, 514.2344384136117), (304.6137691733707, 97.67211400638386), (304.24224295953775, 524.7564316322379), (431.94501864211577, 291.22914019804193), (611.8528947223795, 139.49386065204183), (607.5448519014384, 170.52412368729154), (58.08361216819946, 866.1761457749352), (156.01864044243652, 155.99452033620264), (65.05159298527951, 948.8855372533333), (965.6320330745593, 808.3973481164611)]",23.440522705903987,2.3126106698989277,205.39998957078032,491.5040918831265
4,65.05159298527951,948.8855372533332,"[(65.05159298527951, 948.8855372533333), (832.4426408004217, 212.33911067827614), (965.6320330745593, 808.3973481164611), (456.06998421703594, 785.1759613930136), (65.05159298527951, 948.8855372533333), (304.24224295953775, 524.7564316322379)]",12.541210253037695,3.0889730402192175,74.09954054739269,940.2012641390106
5,292.14464853521815,366.3618432936917,"[(292.14464853521815, 366.3618432936917), (731.9939418114051, 598.6584841970366), (607.5448519014384, 170.52412368729154), (592.4145688620424, 46.45041271999772), (607.5448519014384, 170.52412368729154), (592.4145688620424, 46.45041271999772)]",18.22707810113357,3.7980488430687753,308.2620691129453,374.8739012132245
6,181.82496720710063,183.4045098534338,"[(181.82496720710063, 183.4045098534338), (592.4145688620424, 46.45041271999772), (607.5448519014384, 170.52412368729154), (58.08361216819946, 866.1761457749352), (431.94501864211577, 291.22914019804193), (684.2330265121569, 440.1524937396013)]",16.45912945882492,4.180744779074814,197.43843115973826,178.1965653508451
7,304.6137691733707,97.67211400638386,"[(304.6137691733707, 97.67211400638386), (58.08361216819946, 866.1761457749352), (304.6137691733707, 97.67211400638386), (58.08361216819946, 866.1761457749352), (611.8528947223795, 139.49386065204183), (58.08361216819946, 866.1761457749352)]",29.252968293558503,4.343920482048823,295.67815802611165,125.52693418905456
8,304.24224295953775,524.7564316322379,"[(304.24224295953775, 524.7564316322379), (199.67378215835973, 514.2344384136117), (20.584494295802447, 969.9098521619943), (156.01864044243652, 155.99452033620264), (20.584494295802447, 969.9098521619943), (374.54011884736246, 950.7143064099162)]",18.84704459462209,1.959149436629613,285.48989295158407,522.869513740311
9,607.5448519014384,170.52412368729154,"[(607.5448519014384, 170.52412368729154), (304.6137691733707, 97.67211400638386), (199.67378215835973, 514.2344384136117)]",22.76541187686701,3.0667850297062667,585.4105199611494,165.20102989885424
