vehicle_id,initial_location_x,initial_location_y,path,speed,computing_power,current_location_x,current_location_y
0,431.94501864211577,291.22914019804193,"[(431.94501864211577, 291.22914019804193), (684.2330265121569, 440.1524937396013), (374.54011884736246, 950.7143064099162), (731.9939418114051, 598.6584841970366)]",12.732426628840576,3.8356439876404744,508.6975735438207,336.5354865652165
1,832.4426408004217,212.33911067827617,"[(832.4426408004217, 212.33911067827614), (431.94501864211577, 291.22914019804193), (611.8528947223795, 139.49386065204183), (58.08361216819946, 866.1761457749352), (304.24224295953775, 524.7564316322379), (181.82496720710063, 183.4045098534338), (731.9939418114051, 598.6584841970366)]",22.23027421731361,1.3263767216009614,679.7645735464039,242.41363938029494
2,832.4426408004217,212.33911067827617,"[(832.4426408004217, 212.33911067827614), (199.67378215835973, 514.2344384136117), (592.4145688620424, 46.45041271999772)]",13.885479070240844,1.2837636679997106,744.7171508690334,254.1931228849048
3,199.67378215835973,514.2344384136117,"[(199.67378215835973, 514.2344384136117), (304.6137691733707, 97.67211400638386), (304.24224295953775, 524.7564316322379), (431.94501864211577, 291.22914019804193), (611.8528947223795, 139.49386065204183), (607.5448519014384, 170.52412368729154), (58.08361216819946, 866.1761457749352), (156.01864044243652, 155.99452033620264), (65.05159298527951, 948.8855372533333), (965.6320330745593, 808.3973481164611)]",23.440522705903987,2.3126106698989277,239.75723404530382,355.12201270021535
4,65.05159298527951,948.8855372533332,"[(65.05159298527951, 948.8855372533333), (832.4426408004217, 212.33911067827614), (965.6320330745593, 808.3973481164611), (456.06998421703594, 785.1759613930136), (65.05159298527951, 948.8855372533333), (304.24224295953775, 524.7564316322379)]",12.541210253037695,3.0889730402192175,128.38722592007176,888.0956254530744
5,292.14464853521815,366.3618432936917,"[(292.14464853521815, 366.3618432936917), (731.9939418114051, 598.6584841970366), (607.5448519014384, 170.52412368729154), (592.4145688620424, 46.45041271999772), (607.5448519014384, 170.52412368729154), (592.4145688620424, 46.45041271999772)]",18.22707810113357,3.7980488430687753,404.9665925793081,425.9462487304212
6,181.82496720710063,183.4045098534338,"[(181.82496720710063, 183.4045098534338), (592.4145688620424, 46.45041271999772), (607.5448519014384, 170.52412368729154), (58.08361216819946, 866.1761457749352), (431.94501864211577, 291.22914019804193), (684.2330265121569, 440.1524937396013)]",16.45912945882492,4.180744779074814,291.119214875564,146.94889833531295
7,304.6137691733707,97.67211400638386,"[(304.6137691733707, 97.67211400638386), (58.08361216819946, 866.1761457749352), (304.6137691733707, 97.67211400638386), (58.08361216819946, 866.1761457749352), (611.8528947223795, 139.49386065204183), (58.08361216819946, 866.1761457749352)]",29.252968293558503,4.343920482048823,242.06449114255713,292.6558552850787
8,304.24224295953775,524.7564316322379,"[(304.24224295953775, 524.7564316322379), (199.67378215835973, 514.2344384136117), (20.584494295802447, 969.9098521619943), (156.01864044243652, 155.99452033620264), (20.584494295802447, 969.9098521619943), (374.54011884736246, 950.7143064099162)]",18.84704459462209,1.959149436629613,189.85879180366757,539.2077343834026
9,607.5448519014384,170.52412368729154,"[(607.5448519014384, 170.52412368729154), (304.6137691733707, 97.67211400638386), (199.67378215835973, 514.2344384136117)]",22.76541187686701,3.0667850297062667,452.6045283194154,133.26246716823056
